taxon_id,photo_id,extension,observation_uuid
987143,82888774,jpg,b52a245e-c542-40cb-9d7d-8dbbee8c3c8a
987143,137268125,jpg,3d306f3e-1d97-41c0-8e5a-2f78eee1c77c
987143,198166757,jpg,a4bd0c4d-6199-4732-8a41-bcf7c651c910
987143,212107487,jpg,cf56298d-a17d-49dd-9a47-d129f0dc5bcc
987143,218427458,jpeg,c97de0f6-4073-496a-ae28-4a02ef95ff24
987143,225640098,jpeg,f1f8981c-7d6f-428d-9047-06192dfbad02
987143,248250228,jpg,a49270e2-6293-4efc-bc74-6554324b1e35
418561,4978885,jpeg,f930128f-3d93-49f6-b3e8-040a595a1df1
418561,20665106,jpg,a827e03c-eb8a-4f6f-88ea-d41cc172ca20
418561,22758529,jpeg,45afb1be-f9cf-4d8b-9760-ad0b71189a8c
418561,23174747,jpg,d8a75330-26a5-48bf-9b06-9fd4d2f9a916
418561,23174751,jpg,3847a22b-dd81-4da0-92ef-c6c5fd74860d
418561,23174912,jpg,ec2f5d49-fdf9-42bc-9a06-32edcdef4b82
418561,24131473,jpg,86752b21-d209-48f6-8390-9860f1c2d0e6
418561,28667650,jpg,cbe581fb-e8a4-4207-8161-f5cdc5ad0a17
418561,28667651,jpg,c7fde1c0-cc7c-4663-a96b-1429001a0c84
418561,45794344,jpeg,5bc1e66c-c4a0-4ec8-bbe9-823f325f7921
418561,47129872,jpeg,51741fc1-f7c1-41ba-bcb0-e97bb9d46334
418561,48516970,jpeg,947097d4-d6cc-4d13-9eab-d82b4debd621
418561,48489981,jpeg,2bee22b6-e4cd-4356-bd40-0392792ee82c
418561,53026349,jpeg,50202a30-961d-4628-a98d-e46177817ccb
418561,54385149,jpg,afbc8e3b-350d-49b8-9619-bb2139ad6bbe
418561,56872664,jpeg,d78270b7-7bb5-479d-a495-2947d8a5a9ba
418561,73401142,jpg,63d3bd7c-e90b-49bd-8941-ce87d3007744
418561,73615846,jpg,7260e4b2-84dc-4520-b3ae-ad7e0276841a
