taxon_id,photo_id,extension,observation_uuid
473200,2694630,JPG,8f2e2683-6326-4128-b44a-3fd54e1507f9
483847,97090250,jpg,9876258e-2ff8-4ba3-ae99-126d2196d910
51149,192650,JPG,cf4116bf-d6c9-4a36-8bbb-d90589efb904
130410,7476328,jpg,9d2626e8-8a05-4552-be78-d71e1c92b527
1195707,194292217,jpeg,15fc26c7-26d1-428a-b61a-3927b517797c
56203,759075,jpg,62450bcd-0047-4662-a36a-1a73499e059a
430129,14196859,jpg,402efbf9-dda4-4e5c-a67f-143a81232358
212506,13352027,jpeg,f8abf70a-4f8c-4b82-847a-318a7b125bfc
155387,1308414,JPG,5500e700-7b2e-4e44-831f-d145630c2c08
548683,8222318,jpeg,59b50030-174d-44d8-b47a-ce8ace8dccfa
321932,117498191,jpg,449ee0e5-15be-4939-b35b-ffa95d31e65a
892440,34960392,jpeg,ba14004c-7fc3-4490-98c8-871d8c268903
210933,862317,jpg,751cd3d6-ca7c-4c15-a5b8-290a1dfd6728
212803,663643,jpg,be695ba2-3330-4fb2-b70b-05267373790c
52406,85170,jpg,72c95bee-e9a1-400c-b49f-f4e308b3b6fc
538962,199737035,jpg,82f3bdea-8d48-490c-973c-0d7a7915449c
409563,2817958,jpg,d5401cd2-8211-4d01-8bcd-c04a35b1dbce
356218,4190158,jpg,37f4bfe4-7630-4c30-8023-f24b45dff7d6
385361,60036720,jpg,bfa08aa4-696d-42de-97d0-49516825b398
70203,30335,jpg,77930f9f-69f5-459c-bbb4-4a5ed619800f
127022,282291,jpg,18b1d6d7-c7dd-4d52-88f5-9898b8eb40fa
127719,3430877,JPG,d6ce5ad6-aaa9-47f0-aaf7-912887358a37
430051,800203,jpg,17afdbd7-8f6e-4d12-ab37-d0663e723b05
385562,319106758,jpg,ff9c06eb-7ffc-449d-a6db-e4f199997547
496270,7364098,jpg,e6943410-5e5a-4736-9b7d-eb2a20386201
1127866,162734662,jpg,937eccd4-9744-4095-a8b8-746dfc6edbd6
67731,54588,jpg,885dbcf8-7ba2-4b10-97df-279095b70f63
60579,83283,jpg,49e00b2c-c63f-4520-b934-335351ce78c0
526528,28587731,jpg,dd497142-85be-4966-9d1b-2765de08506f
127193,108508,jpg,9081ece7-bfad-4c04-864c-a36c8ecf9597
456778,4186461,jpg,f6b37926-7edd-4548-98d4-d42d5397818d
461636,1778122,jpg,4f2a8869-52f2-4373-ad95-7deb0f5fc5c2
125655,95875,JPG,ae01e35f-42e2-429a-ac9a-bc774dd82009
130584,2116142,JPG,3498e87c-ebc5-406a-803f-86bc38fec5a2
62453,17416,JPG,896216af-09b1-47b8-bcc5-435126fb9139
359507,930422,jpg,0a2c3886-2602-4a77-8c18-9a7ff43ff51f
