taxon_id,photo_id,extension,observation_uuid
547304,9666943,jpeg,ed345da5-1074-473a-93ee-af63b9cf3990
497791,2681855,jpg,fe2cfe8b-8a09-42cb-9eb6-35f71f8f6f93
199321,1169590,jpg,ea637336-f6b4-4bcd-b0c7-b8c8275ed4d1
1112066,1450596,jpg,32d99990-7f5d-438c-b2fc-77f79e4553e6
385111,15036177,jpg,8afbf4d0-b152-4426-967a-5369559b2d4a
987124,337077604,jpg,8b5a6006-6685-4d40-b2eb-f864e876aa55
905445,91076680,jpg,47532963-927c-4ebf-a677-4f6050c6be66
475527,98872423,jpg,8d94f746-91dc-44f4-9f0c-43492285e357
1203971,168794563,jpeg,f6eed0ef-039f-47bf-9a2f-b85054b38448
956104,50640992,jpg,f94c7c11-cf2f-4bf6-93c5-dedc10bd1190
485436,62507813,jpg,fddfb5c9-9e84-45bc-8134-ee4e70ec2b3d
426154,3881646,JPG,12b6880e-cd73-4a58-99b5-4a5c2b452ede
476105,1085350,JPG,c72ea49d-4b1a-49b0-94f7-4cc8b4bbfebc
130572,7364068,jpg,e0624f6c-8ad6-490c-b30e-d01f6f0f11f1
949370,52893384,jpeg,e85976ea-cc0d-4ee3-b73b-656f8d838833
94048,335505,jpg,a7d2e67b-b0db-426d-bb12-00c9d9527b19
70400,30638,jpg,86f66361-2ac2-4f61-ae76-593b192957e3
924040,100384416,jpg,afc469d2-cbd5-43f7-b71b-09c23566da6d
127784,20343214,jpeg,7665b247-8b28-4227-86e8-7f1b5c6be21e
787792,26946190,jpg,afa3104a-f272-408b-a1fa-753e3e4cb857
125792,468231,jpg,c5a8ce37-1cb5-4ebb-8849-d6b0ff9bae9a
549119,8292617,jpg,49b7c5a4-7d35-4960-b205-1b63b3878857
207835,8387520,jpg,15183346-fbd5-48e9-a4f6-4698ffe0d756
128264,2667955,jpg,6eb742dc-72cd-4148-abd5-6c4b9a3853d7
409660,28146157,jpg,e975f6ee-d89a-41e5-968e-9766cfdc59fe
783381,57569854,jpeg,532fa93d-a024-4908-8e45-47139cdd634c
650540,125587368,jpg,6afa0ce8-41dc-4265-92d1-1916c7f065b2
547587,64927227,jpeg,c20ce6c4-e0ef-4a2d-8d1c-94136a235128
467737,13628537,jpg,604a55c7-bd3e-4837-ba60-9c4cf54c909b
474831,426096,JPG,87b756fc-842b-4434-b4fe-d5a8d6688fe9
624489,16178719,jpg,0edf8a95-e1a1-4dec-b4ac-8772c6a2ed5d
129422,125887,jpg,22881822-b9ac-4657-a1d0-c7f53bef251a
67708,60206,jpg,1acc8fb5-72a5-4320-8ce5-c70593a34a6c
50956,964292,JPG,2112b2b5-dbd1-43ea-992a-9cb51c56dae8
210119,142077,jpg,3e18e1a5-7fa7-4379-abc3-33bd64723f5c
733233,19844462,jpeg,13372bef-4ce3-44a3-b32b-19ccca779bc0
497725,31187201,jpg,2d43adc0-9f9b-4505-a631-f82c3e6b31ba
94975,6464389,jpeg,3e09ca28-bcb5-44ba-9ce5-103c294d6157
522785,42813385,jpg,267cdd2f-6a38-4064-9d42-0628ac64e2e8
495171,334079,jpg,f1b8b873-5928-4188-9aad-36f521f5795b
804510,98569187,jpg,994bf33a-8a15-4342-9960-de10a2af8ef9
554190,165489136,jpeg,2d85abf0-f4d9-41db-95af-506328e23fe5
524797,3311377,jpg,e55779cb-37ee-4c87-a511-0e540dad56e3
1297371,53113205,jpg,96747138-8fc2-424a-80ec-ff31436c68e0
203383,3276374,JPG,2419b77b-4ecc-449d-bc85-253ba1ccc2fe
1147957,133981357,jpeg,18b15d63-c9c2-445d-813e-c277e065c177
560016,10371500,jpg,8274769a-7bcf-4613-bab8-386fbe431d66
546364,8462755,jpg,0761ca7f-e8fc-4131-88da-618da4a0b8e2
522710,10397399,jpeg,53c7345f-d3b8-4625-9e5e-9a3d14f97da9
1324589,109623289,jpeg,e96fb4b9-d8a7-4ef4-8abd-59c30fa1df61
528660,6243700,jpg,ab819b95-a6cb-4513-b654-151e75316686
546141,298380343,jpeg,9cd527f6-af18-45b5-b819-6eaa28800ba6
1246407,50096434,jpeg,34b0e9bd-e5f5-4ef1-bffe-8fcc0c37004a
945417,86509817,jpg,7c3dc68c-a0ca-47e6-a951-8fbaf3eff2a6
61536,16006,jpg,43be1ed7-4e58-49bf-88fa-e26cb2740010
387070,229321816,jpg,cba354de-ed98-40f5-91ab-aa62981dde96
495428,258585226,jpeg,dd38ed2a-abc0-4440-84e3-39fcd1d70d24
546619,4745384,jpg,bb823a4c-24c4-41f3-a17b-871d66ed8a16
360830,953252,jpg,46b3f4ca-0d2e-499d-8312-e55e4214e0fa
1146174,102169607,jpeg,707a8cdb-4509-47d4-be3c-644bb1195206
639142,25856366,jpeg,8f59baa1-d7d7-48e1-9d03-77710f8fbb3e
1083787,342579822,jpeg,e27e35ed-3836-4621-8c2e-9ef453bd95ab
323017,410586,jpg,338f9d78-8f0c-440c-9aec-b7114df52ff8
500722,4203986,jpg,7f86955e-ec31-4ae5-a3f5-13a948ea8b09
433429,1843344,jpg,8478b8ca-5840-41bd-99f4-0978b0ec1150
129894,53307470,jpg,3d3ae771-a1ab-44f3-8e73-75c841420752
61866,4520272,jpeg,2b9d87e4-d7c7-4aa0-8650-78b6c898d6e0
